age,monthly_income,loan_amount,credit_history_years,existing_debt,employment_years,debt_to_income,loan_approved
26,123042,1345308,3,63079,2,0.5126623429398092,1
38,69110,470602,13,545865,5,7.898495152655188,1
39,160051,1785657,2,787646,5,4.921218861487901,1
42,43328,1677650,1,310258,11,7.160681314623338,0
57,127911,325848,11,482450,0,3.771763179085458,1
52,27867,106635,12,516379,15,18.530125237736392,0
23,74234,969627,13,688340,4,9.272570520246788,1
48,40851,1451430,5,67194,8,1.6448556950870237,0
30,46279,815197,12,471022,9,10.177877655091942,1
55,88402,295984,3,112333,12,1.2707065451007895,1
49,30449,1423713,5,562080,14,18.459719531019083,0
35,91221,1211328,1,45807,11,0.5021541092511592,0
53,104080,1309770,11,517513,4,4.972261721752498,1
27,20451,278584,3,387410,4,18.943327954623246,0
32,102178,1517208,10,660501,17,6.4642193035682824,1
50,187388,182886,5,509698,11,2.72001408841548,1
41,78761,1177113,13,628580,2,7.980853468086997,1
51,53870,886690,4,647272,6,12.015444588824948,0
44,111566,1770444,2,538065,16,4.822840291845186,1
40,138749,135166,7,38346,18,0.2763695594202481,1
57,138765,1832852,6,619265,17,4.462688718336756,1
24,139881,425854,2,309963,0,2.215904947777039,1
48,176945,1396419,5,134917,4,0.7624798666252225,1
40,143389,358479,3,547578,1,3.8188285014889565,1
44,40372,1931814,10,374695,0,9.281061131477262,0
52,18642,914285,4,423915,6,22.73978113936273,0
56,174073,1817704,10,175324,10,1.0071866400877794,1
54,49064,347883,4,658653,10,13.424364095874775,0
56,29122,609073,6,643784,17,22.106448732916697,0
22,170892,213052,10,503150,16,2.9442571916766145,1
35,83431,806079,4,505180,1,6.055063465618296,1
54,70745,1586494,10,409824,6,5.7929747685348785,1
56,65081,1970024,14,390857,6,6.005700588497411,1
26,154783,1493401,2,197345,9,1.2749785183127347,1
59,164865,116253,9,602294,2,3.6532556940527097,1
32,154271,528697,4,770759,11,4.996136668589689,1
23,91253,665416,6,218980,2,2.3997019276078593,1
38,51191,211081,4,474869,10,9.276415776210662,1
41,25211,964013,4,276923,11,10.98421324025227,0
35,126086,685254,8,444256,3,3.523436384689815,1
53,167614,1236430,14,750190,15,4.475700120514992,1
55,177384,673640,2,449541,19,2.534281558652415,1
46,191314,469149,12,509163,17,2.6613995839300837,1
28,116971,1962162,5,639724,3,5.4690820801737186,1
56,108783,1762243,0,667538,5,6.1364183741944975,0
50,140681,797567,9,413151,14,2.936793170364157,1
43,102893,1860145,4,678387,0,6.593130728037864,1
34,173763,682585,7,451069,2,2.5958863509492813,1
34,92960,1829810,4,67359,4,0.7246019793459553,1
22,99388,612634,8,203460,16,2.0471284259669176,1
57,37601,1210714,10,277255,13,7.373607084917954,1
25,164092,362916,5,163384,8,0.9956853472442289,1
58,154227,90149,7,784681,2,5.087831572941184,1
34,182849,398844,9,286305,12,1.5658001957899688,1
59,34710,1781462,7,130466,2,3.7587438778450015,0
45,123714,933190,12,329457,10,2.6630534943498714,1
40,170604,1577504,2,181446,1,1.063550678764859,1
22,143727,178447,6,417230,14,2.9029340346629375,1
59,164673,511693,13,604596,12,3.6714944162066643,1
26,78227,1104271,6,765523,18,9.78591790558247,1
37,151039,1662033,13,411377,15,2.7236475347426823,1
45,99289,884379,9,632088,17,6.36614327871164,1
48,166094,1276872,11,400706,6,2.4125254374029166,1
22,189535,882297,5,381691,12,2.0138285804732634,1
55,20722,730913,11,762557,3,36.79939195058392,0
57,173485,1465221,6,24502,8,0.14123411245929043,1
25,96050,1421130,13,35757,9,0.372274856845393,1
21,98596,1464474,1,622561,8,6.314262241875938,0
32,81732,403039,8,582933,6,7.132249302598737,1
56,158369,992320,9,321199,14,2.028168391541274,1
43,83323,1808962,9,119815,7,1.437958306830047,1
51,38816,1411425,0,684266,18,17.628452184666116,0
31,55695,242994,0,363170,10,6.52069306041835,0
30,165774,1476420,2,332336,4,2.0047534595292387,1
23,171314,910346,13,181549,1,1.0597440956372508,1
34,70841,1100457,14,167973,9,2.3711268897954576,1
36,143498,359509,2,746631,15,5.203076001059248,1
30,122096,1619720,0,52021,12,0.4260663740007863,0
49,107764,1177787,11,29092,7,0.26996028358264357,1
30,199646,1037626,6,368987,8,1.8482063251955962,1
32,100744,1254654,3,657191,10,6.52337608195029,1
50,43482,1401918,9,312865,10,7.1952762062462625,1
21,24171,990335,12,290655,15,12.02494725083778,0
25,115755,1985657,1,72782,9,0.6287590168891193,0
40,123125,1524235,9,364206,11,2.958018274111675,1
28,145722,1009820,4,313651,5,2.1523929125320818,1
32,121082,1325779,5,648565,11,5.356411357592376,1
21,18696,769846,8,654287,9,34.99609542148053,0
40,141310,1759813,3,207580,17,1.4689689335503502,1
48,166130,1138129,1,769032,17,4.6290976945765365,0
57,166385,1605929,4,624416,3,3.752838296721459,1
57,34149,1496714,2,272827,8,7.989311546458168,0
32,145064,959210,1,547952,6,3.777312082942701,0
57,68521,710046,11,626652,17,9.145400680083478,1
48,60740,82766,0,775372,7,12.765426407639117,0
35,121611,1917014,9,164244,10,1.3505686163258257,1
26,151028,605710,1,476857,6,3.157407897873242,0
40,81641,953022,5,64340,8,0.7880844183682219,1
34,78811,324349,7,611524,7,7.759373691489767,1
22,198232,529806,12,11017,2,0.05557629444287501,1
29,197385,1253175,2,786167,16,3.9829115687615575,1
57,78232,1865419,10,554636,1,7.089630841599345,1
40,30417,1510235,14,409664,14,13.468257882105402,0
46,170801,1508316,8,271635,13,1.5903595412204847,1
49,127492,1477197,14,209720,17,1.6449659586483858,1
21,45099,1126778,11,121070,15,2.684538459832812,1
55,176033,489358,8,751917,19,4.271454784046173,1
26,158674,898124,1,262512,3,1.6544109305872419,0
57,133474,787744,7,35010,19,0.26229827531953787,1
25,24256,70855,9,560139,5,23.09280178100264,0
53,49681,526963,10,647049,5,13.024073589501016,0
34,106328,1814308,11,778928,10,7.325709126476563,1
32,58361,861527,4,686296,16,11.759496924315895,1
40,49540,1006228,3,603146,2,12.174929350020186,0
44,172608,361385,9,591293,12,3.4256407582499073,1
54,99700,677407,4,37493,2,0.3760581745235707,1
45,93532,1674867,3,725155,15,7.753015010905359,1
49,142626,1560171,7,691750,14,4.8500974576865366,1
59,148943,1193413,3,534580,10,3.5891582685993972,1
51,61002,273068,12,683725,17,11.208239074128716,1
43,64812,406427,9,523238,14,8.07316546318583,1
58,168698,983476,11,101735,4,0.6030599058672895,1
40,123946,173805,12,547200,15,4.414825811240379,1
43,81668,1978854,13,80771,15,0.9890165058529656,1
36,114003,859359,5,711932,16,6.244853205617396,1
28,57998,165657,1,631581,8,10.88970309321011,0
41,119601,903062,4,99083,2,0.828446250449411,1
21,191679,154428,5,637943,19,3.328184099457948,1
28,22812,172035,4,621747,12,27.255260389268805,0
49,76844,1544139,11,398750,2,5.189084378741346,1
52,148251,1329356,1,747365,6,5.04121388725877,0
58,189870,962676,13,232682,5,1.225480591983989,1
25,89601,1840146,6,428886,8,4.786620685036997,1
42,154347,119518,3,229171,11,1.4847778058530454,1
54,196646,226355,7,373839,14,1.9010760452793345,1
21,62857,1966334,6,167558,19,2.665701512957984,1
46,140555,717565,6,296412,2,2.108868414499662,1
30,35700,170243,8,107338,9,3.006666666666667,1
50,185536,1057378,0,474551,0,2.557730036219386,0
38,188423,1897756,9,288480,18,1.5310232827202623,1
37,108330,988601,5,790073,18,7.293205944798301,1
46,159941,446308,5,87132,12,0.5447758861080023,1
28,167026,1151887,5,295103,11,1.7668087603127656,1
32,177627,72692,12,144378,0,0.8128156192470739,1
47,78353,1747818,11,177254,18,2.2622490523655765,1
28,191098,729222,5,598411,15,3.1314351798553623,1
45,115772,442179,11,449542,14,3.882994160937014,1
24,193048,271468,9,752255,15,3.896725166797895,1
53,106502,1440227,6,545786,10,5.124654936057539,1
21,128943,130152,13,594486,5,4.610455782787743,1
39,124850,513685,9,500585,10,4.009491389667601,1
51,60095,1627790,5,27197,2,0.4525667692819702,1
36,160342,1058803,0,676079,14,4.216481021815868,0
34,176980,53969,2,108775,0,0.6146174709006668,1
25,30523,1134309,1,685388,6,22.454804573600235,0
46,77433,381999,5,111030,0,1.4338847778079113,1
48,193140,91743,7,316790,16,1.6402091746919334,1
22,34991,1753057,2,401752,8,11.481580977965763,0
26,25775,220948,9,641687,12,24.895712900096992,0
29,99995,943877,7,56747,10,0.5674983749187459,1
53,162745,70323,7,45712,19,0.28088113306092355,1
45,137808,1621869,4,399489,5,2.8988810518982935,1
33,173128,1377148,7,333964,0,1.929000508294441,1
29,152686,608866,5,125342,6,0.8209135087696318,1
33,22415,1709350,4,615516,11,27.460004461298237,0
51,189956,551793,8,336497,19,1.771447071953505,1
31,163036,376284,13,487707,18,2.9914068058588286,1
24,183798,1880314,6,92091,16,0.5010446250775308,1
54,52044,1730189,7,348058,3,6.68776419952348,1
58,183616,1968837,0,181902,2,0.9906653014987801,0
24,64976,318508,10,410343,0,6.315301034228023,1
58,178324,441011,1,246222,17,1.3807563760346335,0
39,18832,1527141,7,214560,14,11.393372982158029,0
26,49148,1754627,11,535827,7,10.902315455359323,0
54,127230,832259,8,702121,0,5.518517645209463,1
38,100076,1718462,3,275478,19,2.752687957152564,1
33,199531,1820403,11,794335,13,3.9810104695510975,1
43,53402,226968,9,421743,3,7.897513201752743,1
39,53578,107062,10,514906,4,9.610399790958976,1
31,105453,1326914,9,582296,12,5.521853337505808,1
21,168390,785122,13,476492,14,2.8296929746421995,1
44,90715,719221,8,361462,5,3.98458909772364,1
27,126435,1326485,3,419924,0,3.321263890536639,1
45,166538,556995,9,666220,18,4.0004083152193495,1
41,110742,138302,9,67300,12,0.6077188419931011,1
35,60475,1686792,9,391407,5,6.4722116577097974,1
21,75142,1083224,8,191285,14,2.545646908519869,1
32,172636,788591,10,376460,15,2.180657568525684,1
27,168484,615635,6,98971,15,0.587420763989459,1
35,108526,577409,1,38744,9,0.35700200873523397,0
41,66001,133793,8,378226,8,5.730610142270572,1
39,72649,1651028,3,319586,8,4.399041968919049,1
49,181589,337635,7,610278,16,3.3607652445908065,1
45,159228,633510,13,369061,16,2.317814705956239,1
53,169136,728525,6,234975,16,1.3892666256740138,1
52,40711,578036,12,527938,11,12.967944781508683,0
55,45106,1649417,14,569405,12,12.623708597525829,0
58,80458,1215123,6,789622,11,9.814089338536876,1
46,162661,634668,7,48113,13,0.29578694339761835,1
31,145429,94331,0,139861,9,0.9617132758940788,0
55,116754,801393,4,32125,18,0.2751511725508334,1
28,153286,1064348,1,229767,1,1.498943152016492,0
34,141479,1743481,1,392144,3,2.7717470437308718,0
30,173199,875992,14,690778,18,3.988348662521146,1
22,151213,1938873,0,178157,6,1.178185737998717,0
29,43884,1014190,4,543056,14,12.374806307538055,0
23,17708,650198,1,705321,14,39.830641517957986,0
41,33375,447891,3,343243,5,10.284434456928839,0
46,30088,1034210,2,253807,2,8.435489231587344,0
28,72615,550201,2,683245,5,9.40914411622943,1
22,125138,1600813,1,611709,15,4.888275344020202,0
26,191118,1091566,12,716442,1,3.7486892914325183,1
48,25014,1094863,5,793327,6,31.71531942112417,0
49,149345,1962994,1,181383,10,1.2145234189293248,0
46,193207,781576,13,744854,6,3.8552122852691673,1
45,117842,1108644,13,198139,3,1.681395427776175,1
32,176953,1677324,7,71017,19,0.4013325572327115,1
25,93077,937198,7,545648,6,5.862329039397488,1
54,154784,1669282,12,502394,3,3.2457747570808353,1
57,67874,1386926,13,614653,11,9.05579456050918,1
35,84087,1751044,11,609756,4,7.2514895287024155,1
56,27297,1885295,4,257137,18,9.41997289079386,0
35,42128,1120913,9,301075,4,7.146672047094569,1
43,83368,1250314,6,55823,18,0.6695974474618559,1
26,93958,297667,3,771279,2,8.208763490070032,1
41,47920,706521,0,736786,10,15.37533388981636,0
43,157228,1082321,10,18807,6,0.1196160989136795,1
36,157180,564241,1,663431,16,4.220835984221911,0
35,177917,937099,9,577701,8,3.2470252983132584,1
45,148872,1450791,9,681509,8,4.5778185286689235,1
56,188784,1196640,3,539828,9,2.859500805152979,1
31,148682,1006255,0,756572,12,5.088524501957197,0
35,92603,1467231,14,70248,14,0.7585931341317236,1
24,48872,1581181,12,252515,4,5.166864462268784,1
41,25728,457974,7,747097,2,29.03828513681592,0
33,110102,1557572,8,110494,7,1.003560334962126,1
42,137049,1869550,3,773931,19,5.647111617012893,1
39,35583,577466,9,609723,9,17.135233116937865,0
54,100774,606119,2,544075,12,5.39896203385794,1
34,153335,183248,1,283126,2,1.846453842893012,0
24,141374,1201882,4,250768,7,1.7737915033881761,1
47,165528,214726,13,546894,8,3.3039364941278815,1
49,106118,1877156,2,782920,11,7.37782468572721,1
48,80942,994131,9,772783,10,9.547367250623903,1
55,28689,757910,6,233867,1,8.15180034159434,0
28,179006,424169,10,112223,17,0.6269231198954225,1
36,48276,750270,5,571224,8,11.83246333581904,1
56,116968,140417,0,617574,1,5.279854319130019,0
50,165945,763611,11,561669,1,3.3846696194522283,1
38,28050,478638,7,383609,2,13.67590017825312,0
22,81216,1110560,1,413811,15,5.09519060283688,0
33,99040,1187888,4,568482,18,5.739923263327948,1
24,36644,242458,8,704737,3,19.23198886584434,0
46,77021,1181867,7,288997,17,3.7521844691707456,1
45,183197,843567,1,335863,19,1.833343340775231,0
50,57291,574608,8,151733,17,2.648461363914053,1
31,181132,1070462,4,523512,9,2.890223704259877,1
27,147610,1585963,9,705853,10,4.781877921550031,1
51,182248,727044,13,643012,16,3.528225275448839,1
30,56520,1023417,5,237777,19,4.206953290870488,1
59,40675,1973782,12,167567,15,4.1196558082360175,0
33,164359,465105,2,13703,19,0.08337237388886523,1
51,15174,1849785,12,58453,12,3.8521813628575194,0
27,107268,1458791,2,612766,1,5.712477160010441,1
56,49998,1802835,9,501738,1,10.035161406456258,0
40,199384,1353659,7,187063,13,0.9382046703847852,1
24,158184,1053466,10,376440,3,2.379760279168563,1
27,120410,684151,9,238411,16,1.979993356033552,1
21,90225,91777,9,402932,12,4.465857578276531,1
33,59814,96250,14,571386,3,9.552713411575885,1
42,100091,1958042,11,370579,2,3.702420797074662,1
41,65719,941372,1,51990,11,0.7910954214154202,0
42,144887,1400850,10,331065,7,2.2849876110348064,1
48,48919,525147,11,691898,1,14.143747828042274,0
29,88155,1803282,11,624860,5,7.088196925869208,1
46,86569,970041,1,761269,9,8.793782993912371,0
29,56328,1838698,12,269357,11,4.781937934952421,1
35,39618,65216,4,124693,9,3.147382502902721,1
30,49675,396293,5,175295,9,3.528837443381983,1
44,33919,577297,11,785786,2,23.16654382499484,0
28,19173,926336,1,330515,19,17.2385646482032,0
44,124369,1783263,14,68274,9,0.5489631660622823,1
36,41400,195281,4,266278,8,6.43183574879227,1
46,196517,753803,6,563889,19,2.8694158775067806,1
47,85305,1637893,9,277834,18,3.2569485962135865,1
57,183636,1559405,9,264053,13,1.437915223594502,1
24,191886,784803,7,353383,1,1.8416299261019564,1
44,103791,238069,11,342176,4,3.296779104161247,1
39,174034,1462891,6,536350,19,3.081869060068722,1
56,85533,164456,7,337530,7,3.946196204973519,1
59,118591,1423279,13,748597,6,6.312426744019361,1
30,156650,901324,11,690091,5,4.405304819661666,1
45,146060,906841,8,136225,10,0.9326646583595782,1
38,164696,869497,14,141553,11,0.8594804974012726,1
39,54194,1865335,4,99270,17,1.8317525925379192,1
56,124903,432688,12,718960,18,5.756146769893437,1
30,146461,1468060,4,609269,9,4.159940188855736,1
53,114303,83783,10,628758,13,5.500800503923782,1
25,128903,84152,9,683565,2,5.302940971117818,1
55,82391,1681605,3,88887,17,1.078843563010523,1
54,159866,1992057,12,343686,14,2.1498379893160524,1
53,73002,494718,8,142012,5,1.9453165666694063,1
41,50531,1651956,4,732154,9,14.48920464665255,0
37,198887,198725,13,286629,11,1.441165083690739,1
42,19986,541215,1,613587,6,30.70084058841189,0
57,47298,1853500,14,517537,16,10.94204828956827,0
35,16481,221541,9,394283,0,23.923487652448273,0
55,71408,1877000,7,240491,17,3.3678439390544477,1
48,136950,1447203,14,585885,14,4.278094194961665,1
27,162907,958017,6,257808,18,1.5825470974236835,1
52,140355,371898,7,767842,0,5.470713547789534,1
31,42798,735338,11,758271,4,17.717440067292863,0
30,106649,1186168,2,790417,14,7.411386885952986,1
29,79887,1455263,14,698412,2,8.74249877952608,1
34,34477,93169,14,150635,0,4.369144647156075,0
33,163338,1540079,3,702682,7,4.302011779255286,1
45,142815,104745,4,716605,11,5.017715225991668,1
22,189598,1733032,5,280752,18,1.4807751136615366,1
55,142426,688273,0,712585,11,5.003194641427829,0
27,157961,1088347,3,467210,12,2.9577553953190976,1
41,39335,1890551,10,252773,0,6.426159908478454,0
38,157326,1810328,11,279365,18,1.7757077660399425,1
23,101610,71067,9,389821,5,3.836443263458321,1
59,26442,101033,12,213678,7,8.081007488087135,0
31,61289,95256,4,421153,3,6.871591965931897,1
59,68747,795993,6,455651,4,6.627940128296507,1
44,52327,289455,12,180580,6,3.450990884247138,1
39,162271,552264,4,786064,3,4.844143439061816,1
24,87827,1298993,12,519911,19,5.919717171257131,1
46,121464,989695,12,172903,3,1.4234917341763815,1
58,146184,136803,0,436149,14,2.983561812510261,0
52,102051,1302390,10,440523,4,4.3166945938795305,1
59,165653,168843,6,703700,8,4.248036558347872,1
56,74722,529809,7,102951,1,1.377786997136051,1
57,107036,603280,12,305745,6,2.8564688516013303,1
53,162595,1311179,6,731316,16,4.49777668439989,1
56,81960,623091,10,72178,15,0.8806490971205466,1
23,34552,1470695,13,216383,16,6.262531836073165,0
29,156880,1817413,12,159826,19,1.0187786843447222,1
28,169692,194282,14,69893,1,0.4118815265304198,1
53,15887,526545,3,348943,10,21.964058664316738,0
26,46802,1124846,7,513223,1,10.965834793384898,1
59,100024,1553800,14,275345,0,2.7527893305606654,1
24,133639,1867793,4,275375,1,2.0605886006330487,1
33,133248,581740,9,256682,8,1.9263478626320845,1
22,96938,1402206,8,238886,1,2.4643173987497162,1
25,137746,1113435,11,435711,14,3.1631481131938495,1
47,41049,994740,11,414384,9,10.094862237813345,1
52,92789,999403,9,425840,14,4.58933709814741,1
41,99526,1654947,4,141707,9,1.4238189015935534,1
28,153918,1952716,0,534252,16,3.471017035044634,0
58,61220,1210038,11,421001,8,6.876853969291082,1
28,61163,1246311,8,750406,17,12.268953452250544,0
23,149837,1978084,11,738157,3,4.926400021356541,1
23,132126,299737,4,740150,8,5.601849749481556,1
42,96486,1379773,5,732288,15,7.589577762576954,1
26,191342,192157,3,12336,3,0.0644709473090069,1
22,90277,1450465,5,420628,15,4.659304141697221,1
43,119245,240167,11,82212,18,0.6894377122730513,1
22,137332,643805,7,45591,0,0.33197652404392275,1
58,37931,1775089,2,428670,5,11.30131027391843,0
37,104116,1234895,4,622825,9,5.982029659226248,1
55,70633,978057,1,289372,15,4.096838588195319,0
54,66913,1512603,13,14429,3,0.21563821678896478,1
43,109776,1325029,1,84294,12,0.7678727590730214,0
50,40991,973639,12,377721,15,9.21473006269669,1
28,119092,186645,6,184087,19,1.545754542706479,1
42,156633,1610611,9,331080,5,2.1137308230066463,1
56,162973,1092092,12,211979,10,1.30070011597013,1
25,110556,1702131,9,37310,2,0.3374760302471146,1
33,77875,1236837,13,626115,19,8.04,1
49,171989,392221,10,199899,9,1.1622778200931454,1
51,77120,486862,9,428472,0,5.55591286307054,1
36,148060,388767,5,207500,19,1.4014588680264757,1
50,125041,1229580,3,99862,10,0.7986340480322455,1
36,143467,1603763,4,301033,11,2.0982734705542043,1
32,160328,103687,0,313572,13,1.9558155780649669,0
37,133490,904744,6,372646,7,2.7915649112293055,1
36,141155,1206191,7,430423,10,3.049293330027275,1
32,43230,443120,8,574543,3,13.290377052972472,0
28,74778,601852,7,367968,6,4.92080558453021,1
40,60833,1913843,4,222603,9,3.6592474479312216,1
23,37625,1029091,2,791841,18,21.045607973421927,0
36,47088,581985,9,42438,3,0.9012487257900101,1
50,187239,654453,10,241482,1,1.2896992613718297,1
43,118937,1827858,8,765598,17,6.437004464548458,1
48,91361,984550,14,785372,13,8.596359496940707,1
